ID_TRX;ID_Banco;ID_Marca_Tarjeta;ID_Categoria;Importe_Operacion;Moneda;Cantidad_Cuotas;Fecha_Operacion;Número de tarjeta;Modalidad;Fecha_Presentación_Cupón;Rubro_Establecimiento;Provincia_Consumidor;Provincia_Comercio;Observada_BCRA;Sexo;Ingresos_Usuario;Edad
1123;Itaú;MasterCard;Gold;91591;Pesos;3;13/4/2022;4,65148E+15;Débito Automático;14/4/2022;Estudios jurídicos;Neuquén;CABA;0;Femenino;270069;54
1124;Columbia;MasterCard;Platinum;467340;Pesos;1;11/9/2022;4,40045E+15;E Commerce;15/9/2022;Empresas de servicios;Río Negro;Santa Cruz;0;Femenino;469959;47
1125;BBVA;MasterCard;Signature Black;364245;Pesos;1;17/1/2022;4,66109E+15;MODO;22/1/2022;Empresas de limpieza de edificios;Santa Cruz;San Luis;0;Femenino;624267;50
1126;Comafi;MasterCard;Platinum;16667;Pesos;12;15/11/2022;5,9117E+15;QR;18/11/2022;Empresas de fumigación / desinfección;San Luis;Misiones;0;Femenino;369383;58
1127;Patagonia;MasterCard;Platinum;652373;Pesos;3;24/3/2022;5,31567E+15;Mercado Pago;28/3/2022;Empresas de limpieza de tanques;Santa Fe;Entre Ríos;0;Masculino;413397;45
1128;Hipotecario;MasterCard;Nacional;177898;Pesos;3;12/5/2022;4,28847E+15;Presencial;16/5/2022;Empresas de mantenimiento y reparación de edificios;Río Negro;Entre Ríos;0;Femenino;232436;38
1129;Galicia;MasterCard;Internacional;672303;Pesos;1;23/1/2022;4,80011E+15;Venta Teléfonica;27/1/2022;Empresas de construcción;Santa Cruz;San Luis;0;Femenino;557249;37
1130;Macro;MasterCard;Gold;669674;Pesos;6;26/9/2022;4,37942E+15;Débito Automático;27/9/2022;Venta de indumentaria y accesorios;Catamarca;San Juan;0;Masculino;613908;35
1131;Santander;MasterCard;Platinum;239037;Pesos;3;11/2/2022;4,71163E+15;E Commerce;13/2/2022;Venta de calzado;Santa Fe;CABA;0;Femenino;657297;54
1132;Credicoop;MasterCard;Signature Black;234009;Pesos;1;4/10/2022;6,62376E+15;MODO;6/10/2022;Venta de artículos deportivos;San Juan;San Luis;0;Femenino;502907;41
1133;Supervielle;MasterCard;Platinum;494362;Dólares;1;27/1/2022;5,64497E+15;QR;29/1/2022;Showrooms;San Luis;Chaco;1;Masculino;725318;48
1134;HSBC;MasterCard;Platinum;468362;Pesos;1;15/11/2022;4,68923E+15;Mercado Pago;16/11/2022;Ferreterías y Cerrajerías;CABA;CABA;0;Masculino;827147;54
1135;Itaú;MasterCard;Nacional;399312;Pesos;1;22/9/2022;5,24042E+15;Presencial;27/9/2022;Venta de relojería y joyería;CABA;Jujuy;0;Masculino;841743;35
1136;Columbia;MasterCard;Internacional;995253;Pesos;6;11/5/2022;5,23866E+15;Venta Teléfonica;13/5/2022;Venta de artículos de perfumería y tocador;Mendoza;Chubut;0;Masculino;786025;53
1137;BBVA;MasterCard;Gold;71195;Pesos;12;7/9/2022;5,84425E+15;Débito Automático;11/9/2022;Ópticas y casas de artículos de fotografía;CABA;Río Negro;0;Femenino;869708;52
1138;Comafi;MasterCard;Platinum;107127;Pesos;3;15/8/2022;6,44123E+15;E Commerce;20/8/2022;Ventas y servicio técnico de Celulares e Informática;La Pampa;Santiago del Estero;0;Masculino;498739;52
1139;Patagonia;MasterCard;Signature Black;904380;Pesos;3;22/5/2022;5,04414E+15;MODO;28/5/2022;Local de venta de materialeles de construcción;Misiones;CABA;0;Masculino;376912;52
1140;Hipotecario;MasterCard;Platinum;818246;Pesos;1;18/8/2022;5,12447E+15;QR;20/8/2022;Pinturerías;La Pampa;San Luis;0;Masculino;327918;54
1141;Galicia;MasterCard;Platinum;383432;Pesos;1;27/7/2022;5,3347E+15;Mercado Pago;30/7/2022;Local de venta de artículos para el hogar / Bazar;Chubut;Río Negro;0;Femenino;145468;55
1142;Macro;MasterCard;Nacional;733329;Pesos;6;14/2/2022;4,75504E+15;Presencial;16/2/2022;Regalerías;CABA;Córdoba;0;Femenino;141924;47
1143;Santander;MasterCard;Internacional;764422;Pesos;1;26/7/2022;5,71413E+15;Venta Teléfonica;1/8/2022;Jugueterías;Entre Ríos;Santa Cruz;0;Femenino;853340;55
1144;Credicoop;MasterCard;Gold;541745;Dólares;3;30/9/2022;6,02858E+15;Débito Automático;1/10/2022;Librerías;Tierra del Fuego;Chaco;1;Masculino;625856;44
1145;Supervielle;MasterCard;Platinum;223108;Pesos;1;10/6/2022;5,53702E+15;E Commerce;16/6/2022;Local de venta de artículos de decoración y objetos de arte;Misiones;Corrientes;0;Masculino;304677;59
1146;HSBC;MasterCard;Signature Black;248481;Pesos;1;24/11/2022;6,69478E+15;MODO;29/11/2022;Mueblerías;Santa Fe;Buenos Aires;0;Femenino;394206;40
1147;Itaú;MasterCard;Platinum;340432;Pesos;6;26/2/2022;6,19093E+15;QR;27/2/2022;Venta de equipamiento comercial y de servicios;CABA;Santa Fe;0;Masculino;348220;52
1148;Columbia;MasterCard;Platinum;325375;Pesos;3;17/5/2022;4,34169E+15;Mercado Pago;18/5/2022;Local de venta de electrodomésticos;Jujuy;Jujuy;0;Masculino;702729;46
1149;BBVA;MasterCard;Nacional;64197;Pesos;12;20/11/2022;4,239E+15;Presencial;23/11/2022;Otros rubros;Córdoba;Tierra del Fuego;0;Masculino;761761;37
1150;Comafi;MasterCard;Internacional;780015;Pesos;1;18/10/2022;6,23981E+15;Venta Teléfonica;21/10/2022;Peluquerías y barberías;Buenos Aires;Misiones;0;Femenino;770035;55
1151;Patagonia;MasterCard;Gold;20379;Pesos;3;25/9/2022;4,95045E+15;Débito Automático;28/9/2022;Talleres mecánicos;La Rioja;Santiago del Estero;0;Masculino;321632;48
1152;Hipotecario;MasterCard;Platinum;561997;Pesos;12;29/10/2022;6,87186E+15;E Commerce;2/11/2022;Local de venta de repuestos para automotores;La Pampa;Misiones;0;Masculino;717044;51
1153;Galicia;MasterCard;Signature Black;346760;Pesos;3;22/11/2022;5,13142E+15;MODO;24/11/2022;Talleres textiles;Neuquén;Santa Fe;0;Femenino;806776;55
1154;Macro;MasterCard;Platinum;220434;Pesos;1;18/12/2022;4,8796E+15;QR;25/12/2022;Servicio técnico de celulares;Formosa;Chubut;0;Femenino;769741;57
1155;Santander;MasterCard;Platinum;465134;Dólares;6;11/9/2022;6,70918E+15;Mercado Pago;17/9/2022;Servicio técnico de artículos del hogar;San Juan;Neuquén;1;Masculino;793492;57
1156;Credicoop;MasterCard;Nacional;133922;Pesos;12;16/1/2022;5,75858E+15;Presencial;21/1/2022;Bicicleterías;Buenos Aires;Santa Fe;0;Masculino;602351;53
1157;Supervielle;MasterCard;Internacional;601321;Pesos;12;30/7/2022;4,76685E+15;Venta Teléfonica;1/8/2022;Local de perforación y tatuajes;Santa Cruz;CABA;0;Femenino;862889;45
1158;HSBC;MasterCard;Gold;735164;Pesos;1;14/2/2022;4,44048E+15;Débito Automático;18/2/2022;Salones de estética;Buenos Aires;Catamarca;0;Masculino;149474;37
1159;Itaú;MasterCard;Platinum;871789;Pesos;3;22/9/2022;4,1654E+15;E Commerce;26/9/2022;Consultorios y Centros médicos;Entre Ríos;Tierra del Fuego;0;Masculino;610801;37
1160;Columbia;MasterCard;Signature Black;766919;Pesos;3;17/11/2022;5,70476E+15;MODO;21/11/2022;Gimnasios / Centros de entrenamiento;Entre Ríos;Tierra del Fuego;0;Masculino;889159;40
1161;BBVA;MasterCard;Platinum;870936;Pesos;3;10/4/2022;5,20074E+15;QR;17/4/2022;Bares;Catamarca;Formosa;0;Masculino;135129;39
1162;Comafi;MasterCard;Platinum;261175;Pesos;12;5/9/2022;5,95592E+15;Mercado Pago;12/9/2022;Cervecerías artesanales;La Pampa;Santa Fe;0;Masculino;455021;47
1163;Patagonia;MasterCard;Nacional;53669;Pesos;3;25/8/2022;4,79701E+15;Presencial;27/8/2022;Casas de comidas;Buenos Aires;Formosa;0;Masculino;549551;51
1164;Hipotecario;MasterCard;Internacional;32525;Pesos;12;12/12/2022;6,64448E+15;Venta Teléfonica;15/12/2022;Rotiserías;Santa Fe;Mendoza;0;Femenino;161172;39
1165;Galicia;MasterCard;Gold;13750;Pesos;12;23/12/2022;4,96893E+15;Débito Automático;27/12/2022;Casas de comida por peso;Santa Cruz;Formosa;0;Masculino;752020;47
1166;Macro;MasterCard;Platinum;393844;Dólares;6;6/1/2022;5,1653E+15;E Commerce;8/1/2022;Cafeterías;Buenos Aires;Formosa;1;Masculino;375682;53
1167;Santander;MasterCard;Signature Black;723195;Pesos;12;15/1/2022;4,43176E+15;MODO;19/1/2022;Restaurantes;Santa Fe;Buenos Aires;0;Femenino;577324;51
1168;Credicoop;MasterCard;Platinum;82326;Pesos;1;28/2/2022;4,45074E+15;QR;5/3/2022;Hamburgueserías;Mendoza;La Rioja;0;Femenino;512208;47
1169;Supervielle;MasterCard;Platinum;964879;Pesos;1;4/11/2022;5,11442E+15;Mercado Pago;10/11/2022;Pizzerías;Corrientes;Jujuy;0;Masculino;91435;39
1170;HSBC;MasterCard;Nacional;147710;Pesos;6;11/4/2022;6,39706E+15;Presencial;13/4/2022;Casas de empanadas;Misiones;Tierra del Fuego;0;Femenino;722603;35
1171;Itaú;MasterCard;Internacional;396020;Pesos;6;8/10/2022;5,77257E+15;Venta Teléfonica;13/10/2022;Almacenes o Fiambrerías;Río Negro;Chubut;0;Femenino;124770;42
1172;Columbia;MasterCard;Gold;599256;Pesos;1;12/1/2022;6,55636E+15;Débito Automático;18/1/2022;Dietéticas o Tiendas naturistas;Salta;San Luis;0;Masculino;657741;44
1173;BBVA;MasterCard;Platinum;768846;Pesos;1;20/4/2022;5,63731E+15;E Commerce;27/4/2022;Verdulerías y Fruterías;Río Negro;Chaco;0;Femenino;212069;42
1174;Comafi;MasterCard;Signature Black;753211;Pesos;1;24/12/2022;6,97168E+15;MODO;31/12/2022;Carnicerías;Río Negro;La Rioja;0;Masculino;529365;45
1175;Patagonia;MasterCard;Platinum;464537;Pesos;12;24/7/2022;5,14363E+15;QR;27/7/2022;Granjas o Pollerías;Jujuy;Buenos Aires;0;Femenino;269664;35
1176;Hipotecario;MasterCard;Platinum;163334;Pesos;1;23/3/2022;4,71094E+15;Mercado Pago;30/3/2022;Kioskos;San Luis;Tierra del Fuego;0;Femenino;582873;54
1177;Galicia;MasterCard;Nacional;41415;Dólares;12;17/11/2022;4,68441E+15;Presencial;18/11/2022;Agencias de Turismo;Salta;Santa Cruz;1;Masculino;770345;40
1178;Macro;MasterCard;Internacional;237929;Pesos;1;23/7/2022;6,55349E+15;Venta Teléfonica;28/7/2022;Inmobiliarias;Mendoza;Mendoza;0;Masculino;469577;47
1179;Santander;MasterCard;Gold;566380;Pesos;12;6/4/2022;6,25806E+15;Débito Automático;8/4/2022;Estudios profesionales;Mendoza;Chubut;0;Femenino;77744;41
1180;Credicoop;MasterCard;Platinum;667056;Pesos;3;30/3/2022;4,15108E+15;E Commerce;5/4/2022;Estudios contables;Río Negro;Entre Ríos;0;Masculino;632692;46
1181;Supervielle;MasterCard;Signature Black;923137;Pesos;1;10/9/2022;6,86193E+15;MODO;12/9/2022;Estudios jurídicos;Río Negro;Neuquén;0;Femenino;365138;44
1182;HSBC;MasterCard;Platinum;174044;Pesos;6;8/3/2022;6,73125E+15;QR;13/3/2022;Empresas de servicios;Tierra del Fuego;Corrientes;0;Masculino;119974;56
1183;Itaú;MasterCard;Platinum;500010;Pesos;6;23/5/2022;4,61477E+15;Mercado Pago;27/5/2022;Empresas de limpieza de edificios;Santa Cruz;Neuquén;0;Masculino;621391;52
1184;Columbia;MasterCard;Nacional;373349;Pesos;6;28/11/2022;6,02848E+15;Presencial;29/11/2022;Empresas de fumigación / desinfección;San Luis;Santa Cruz;0;Femenino;645636;40
1185;BBVA;MasterCard;Internacional;552900;Pesos;3;13/2/2022;4,29929E+15;Venta Teléfonica;14/2/2022;Empresas de limpieza de tanques;Santa Cruz;Corrientes;0;Masculino;531593;37
1186;Comafi;MasterCard;Gold;882759;Pesos;3;20/6/2022;4,34153E+15;Débito Automático;23/6/2022;Empresas de mantenimiento y reparación de edificios;Jujuy;La Pampa;0;Femenino;736150;51
1187;Patagonia;MasterCard;Platinum;812953;Pesos;3;28/5/2022;6,86541E+15;E Commerce;2/6/2022;Empresas de construcción;Entre Ríos;Chaco;0;Masculino;295049;53
1188;Hipotecario;MasterCard;Signature Black;544548;Dólares;1;2/2/2022;4,72681E+15;MODO;8/2/2022;Venta de indumentaria y accesorios;Río Negro;Mendoza;1;Masculino;388132;50
1189;Galicia;MasterCard;Platinum;184444;Pesos;6;3/10/2022;4,74438E+15;QR;4/10/2022;Venta de calzado;Mendoza;Río Negro;0;Masculino;845914;57
1190;Macro;MasterCard;Platinum;28376;Pesos;3;14/3/2022;5,44432E+15;Mercado Pago;15/3/2022;Venta de artículos deportivos;Córdoba;Corrientes;0;Femenino;578498;41
1191;Santander;MasterCard;Nacional;173770;Pesos;12;3/6/2022;4,93543E+15;Presencial;6/6/2022;Showrooms;Santiago del Estero;CABA;0;Femenino;128533;46
1192;Credicoop;MasterCard;Internacional;888504;Pesos;1;20/12/2022;5,14869E+15;Venta Teléfonica;23/12/2022;Ferreterías y Cerrajerías;Formosa;Neuquén;0;Femenino;771512;48
1193;Supervielle;MasterCard;Gold;616701;Pesos;1;4/4/2022;5,25663E+15;Débito Automático;10/4/2022;Venta de relojería y joyería;CABA;CABA;0;Femenino;740226;43
1194;HSBC;MasterCard;Platinum;680366;Pesos;6;11/5/2022;5,46547E+15;E Commerce;12/5/2022;Venta de artículos de perfumería y tocador;Buenos Aires;Chubut;0;Femenino;841404;36
1195;Itaú;MasterCard;Signature Black;709263;Pesos;1;1/10/2022;4,72198E+15;MODO;4/10/2022;Ópticas y casas de artículos de fotografía;Neuquén;Neuquén;0;Femenino;363959;48
1196;Columbia;MasterCard;Platinum;54729;Pesos;3;18/6/2022;4,79178E+15;QR;24/6/2022;Ventas y servicio técnico de Celulares e Informática;La Pampa;Chubut;0;Masculino;658422;48
1197;BBVA;MasterCard;Platinum;475521;Pesos;3;6/10/2022;6,49902E+15;Mercado Pago;10/10/2022;Local de venta de materialeles de construcción;San Juan;Catamarca;0;Femenino;655211;36
1198;Comafi;MasterCard;Nacional;869614;Pesos;1;27/3/2022;5,86264E+15;Presencial;31/3/2022;Pinturerías;Neuquén;Santa Fe;0;Masculino;262900;57
1199;Patagonia;MasterCard;Internacional;943636;Dólares;1;3/10/2022;5,7598E+15;Venta Teléfonica;4/10/2022;Local de venta de artículos para el hogar / Bazar;Formosa;Catamarca;1;Masculino;297907;42
1200;Hipotecario;MasterCard;Gold;152862;Pesos;3;2/10/2022;6,6742E+15;Débito Automático;8/10/2022;Regalerías;CABA;Corrientes;0;Masculino;748521;41
1201;Galicia;MasterCard;Platinum;296450;Pesos;12;27/8/2022;5,84249E+15;E Commerce;28/8/2022;Jugueterías;La Rioja;Santiago del Estero;0;Femenino;892272;51
1202;Macro;MasterCard;Signature Black;53966;Pesos;1;10/2/2022;5,67239E+15;MODO;13/2/2022;Librerías;Catamarca;CABA;0;Masculino;819808;42
1203;Santander;MasterCard;Platinum;919392;Pesos;3;17/7/2022;6,87699E+15;QR;19/7/2022;Local de venta de artículos de decoración y objetos de arte;Mendoza;Catamarca;0;Femenino;339084;43
1204;Credicoop;MasterCard;Platinum;897182;Pesos;1;16/11/2022;6,98262E+15;Mercado Pago;23/11/2022;Mueblerías;Chaco;Misiones;0;Masculino;200254;51
1205;Supervielle;MasterCard;Nacional;160219;Pesos;1;15/4/2022;5,04446E+15;Presencial;22/4/2022;Venta de equipamiento comercial y de servicios;Buenos Aires;Tierra del Fuego;0;Femenino;263512;46
1206;HSBC;MasterCard;Internacional;698012;Pesos;12;16/6/2022;5,44922E+15;Venta Teléfonica;22/6/2022;Local de venta de electrodomésticos;San Juan;Tierra del Fuego;0;Femenino;348963;37
1207;Itaú;MasterCard;Gold;705497;Pesos;3;5/2/2022;5,04233E+15;Débito Automático;12/2/2022;Otros rubros;Mendoza;Salta;0;Masculino;183351;38
1208;Columbia;MasterCard;Platinum;417054;Pesos;3;30/1/2022;4,39298E+15;E Commerce;31/1/2022;Peluquerías y barberías;Chaco;Chaco;0;Masculino;622724;59
1209;BBVA;MasterCard;Signature Black;899213;Pesos;1;8/9/2022;5,72583E+15;MODO;14/9/2022;Talleres mecánicos;Río Negro;Santa Fe;0;Femenino;504143;50
1210;Comafi;MasterCard;Platinum;294897;Dólares;3;30/7/2022;5,4605E+15;QR;1/8/2022;Local de venta de repuestos para automotores;Santa Cruz;Buenos Aires;1;Masculino;151954;44
1211;Patagonia;MasterCard;Platinum;912574;Pesos;12;10/9/2022;4,40794E+15;Mercado Pago;14/9/2022;Talleres textiles;Jujuy;Buenos Aires;0;Masculino;255601;57
1212;Hipotecario;MasterCard;Nacional;645360;Pesos;1;19/12/2022;6,21876E+15;Presencial;25/12/2022;Servicio técnico de celulares;Santiago del Estero;San Juan;0;Femenino;786667;51
1213;Galicia;MasterCard;Internacional;173014;Pesos;3;13/10/2022;4,39572E+15;Venta Teléfonica;18/10/2022;Servicio técnico de artículos del hogar;Misiones;Entre Ríos;0;Masculino;266172;41
1214;Macro;MasterCard;Gold;772553;Pesos;3;16/3/2022;5,74976E+15;Débito Automático;20/3/2022;Bicicleterías;Jujuy;Corrientes;0;Femenino;643414;45
1215;Santander;MasterCard;Platinum;662565;Pesos;1;11/7/2022;5,34996E+15;E Commerce;17/7/2022;Local de perforación y tatuajes;Buenos Aires;Corrientes;0;Femenino;160411;54
1216;Credicoop;MasterCard;Signature Black;671775;Pesos;1;26/3/2022;5,26507E+15;MODO;1/4/2022;Salones de estética;Tierra del Fuego;Santiago del Estero;0;Femenino;579501;54
1217;Supervielle;MasterCard;Platinum;980683;Pesos;1;23/7/2022;5,21384E+15;QR;28/7/2022;Consultorios y Centros médicos;Salta;Corrientes;0;Femenino;427642;57
1218;HSBC;MasterCard;Platinum;972570;Pesos;12;23/1/2022;4,7727E+15;Mercado Pago;28/1/2022;Gimnasios / Centros de entrenamiento;Misiones;Neuquén;0;Masculino;532321;37
1219;Itaú;MasterCard;Nacional;808125;Pesos;6;31/7/2022;4,20933E+15;Presencial;3/8/2022;Bares;Córdoba;Mendoza;0;Femenino;256929;41
1220;Columbia;MasterCard;Internacional;278064;Pesos;3;24/7/2022;6,70377E+15;Venta Teléfonica;27/7/2022;Cervecerías artesanales;CABA;Río Negro;0;Femenino;839039;39
1221;BBVA;MasterCard;Gold;404330;Dólares;3;23/7/2022;6,71122E+15;Débito Automático;25/7/2022;Casas de comidas;Córdoba;Santiago del Estero;1;Masculino;805948;45
1222;Comafi;MasterCard;Platinum;490167;Pesos;3;18/5/2022;5,76265E+15;E Commerce;25/5/2022;Rotiserías;Santa Cruz;Entre Ríos;0;Femenino;136984;59
1223;Patagonia;MasterCard;Signature Black;430398;Pesos;1;25/9/2022;4,63804E+15;MODO;30/9/2022;Casas de comida por peso;Entre Ríos;Buenos Aires;0;Femenino;115574;49
1224;Hipotecario;MasterCard;Platinum;955850;Pesos;1;10/8/2022;4,31607E+15;QR;14/8/2022;Cafeterías;Entre Ríos;Río Negro;0;Femenino;399600;46
1225;Galicia;MasterCard;Platinum;151255;Pesos;1;4/10/2022;5,53368E+15;Mercado Pago;7/10/2022;Restaurantes;CABA;Santa Fe;0;Masculino;841013;53
1226;Macro;MasterCard;Nacional;179322;Pesos;1;1/3/2022;4,14863E+15;Presencial;8/3/2022;Hamburgueserías;Jujuy;Mendoza;0;Femenino;732885;47
1227;Santander;MasterCard;Internacional;154620;Pesos;6;20/6/2022;4,3735E+15;Venta Teléfonica;27/6/2022;Pizzerías;CABA;San Luis;0;Femenino;290162;41
1228;Credicoop;MasterCard;Gold;402499;Pesos;3;15/2/2022;4,88635E+15;Débito Automático;17/2/2022;Casas de empanadas;La Pampa;Buenos Aires;0;Femenino;533876;37
1229;Supervielle;MasterCard;Platinum;744989;Pesos;1;13/7/2022;4,26533E+15;E Commerce;16/7/2022;Almacenes o Fiambrerías;La Pampa;Río Negro;0;Masculino;118257;52
1230;HSBC;MasterCard;Signature Black;977739;Pesos;1;31/12/2022;4,26729E+15;MODO;5/1/2023;Dietéticas o Tiendas naturistas;Río Negro;Catamarca;0;Femenino;211319;46
1231;Itaú;MasterCard;Platinum;12996;Pesos;3;22/8/2022;4,59865E+15;QR;26/8/2022;Verdulerías y Fruterías;La Pampa;Santiago del Estero;0;Femenino;746150;50
1232;Columbia;MasterCard;Platinum;198905;Dólares;1;9/4/2022;6,04134E+15;Mercado Pago;11/4/2022;Carnicerías;Neuquén;Corrientes;1;Femenino;596277;46
1233;BBVA;MasterCard;Nacional;230994;Pesos;12;3/11/2022;4,41356E+15;Presencial;10/11/2022;Granjas o Pollerías;Santa Cruz;Misiones;0;Masculino;577880;35
1234;Comafi;MasterCard;Internacional;575888;Pesos;3;29/12/2022;5,09071E+15;Venta Teléfonica;30/12/2022;Kioskos;La Pampa;La Rioja;0;Femenino;463212;48
1235;Patagonia;MasterCard;Gold;812317;Pesos;1;4/2/2022;6,72047E+15;Débito Automático;11/2/2022;Agencias de Turismo;Formosa;Catamarca;0;Femenino;585077;42
1236;Hipotecario;MasterCard;Platinum;618777;Pesos;12;8/5/2022;5,79831E+15;E Commerce;15/5/2022;Inmobiliarias;CABA;Buenos Aires;0;Femenino;199030;47
1237;Galicia;MasterCard;Signature Black;760127;Pesos;3;7/6/2022;5,29779E+15;MODO;10/6/2022;Estudios profesionales;Salta;Entre Ríos;0;Femenino;126590;39
1238;Macro;MasterCard;Platinum;235400;Pesos;1;8/2/2022;4,29808E+15;QR;14/2/2022;Estudios contables;Catamarca;Chubut;0;Femenino;785894;41
1239;Santander;MasterCard;Platinum;827975;Pesos;1;6/1/2022;5,50179E+15;Mercado Pago;8/1/2022;Estudios jurídicos;San Juan;Catamarca;0;Femenino;543120;53
1240;Credicoop;MasterCard;Nacional;469055;Pesos;6;26/3/2022;6,15824E+15;Presencial;31/3/2022;Empresas de servicios;San Juan;Entre Ríos;0;Masculino;752858;55
1241;Supervielle;MasterCard;Internacional;862809;Pesos;3;18/6/2022;6,84161E+15;Venta Teléfonica;24/6/2022;Empresas de limpieza de edificios;Chubut;Salta;0;Masculino;611079;47
1242;HSBC;MasterCard;Gold;723674;Pesos;1;12/6/2022;5,40417E+15;Débito Automático;18/6/2022;Empresas de fumigación / desinfección;Chaco;Santa Cruz;0;Femenino;123942;52
1243;Itaú;MasterCard;Platinum;489395;Dólares;1;12/7/2022;4,53124E+15;E Commerce;17/7/2022;Empresas de limpieza de tanques;Tierra del Fuego;Santa Cruz;1;Femenino;644739;57
1244;Columbia;MasterCard;Signature Black;793732;Pesos;12;14/4/2022;6,84747E+15;MODO;16/4/2022;Empresas de mantenimiento y reparación de edificios;Santa Fe;Jujuy;0;Masculino;194302;47
1245;BBVA;MasterCard;Platinum;334909;Pesos;6;13/12/2022;4,84359E+15;QR;18/12/2022;Empresas de construcción;Formosa;Río Negro;0;Masculino;591369;55
1246;Comafi;MasterCard;Platinum;148091;Pesos;3;11/3/2022;4,18461E+15;Mercado Pago;15/3/2022;Venta de indumentaria y accesorios;Formosa;La Rioja;0;Femenino;769477;56
1247;Patagonia;MasterCard;Nacional;198340;Pesos;12;27/3/2022;6,40672E+15;Presencial;1/4/2022;Venta de calzado;Mendoza;Buenos Aires;0;Masculino;794581;39
1248;Hipotecario;MasterCard;Internacional;885054;Pesos;12;18/10/2022;4,88894E+15;Venta Teléfonica;23/10/2022;Venta de artículos deportivos;Neuquén;Corrientes;0;Femenino;845565;47
1249;Galicia;MasterCard;Gold;370455;Pesos;3;22/3/2022;5,54919E+15;Débito Automático;27/3/2022;Showrooms;Santa Fe;Santa Cruz;0;Masculino;527009;53
1250;Macro;MasterCard;Platinum;18491;Pesos;1;31/3/2022;5,33872E+15;E Commerce;2/4/2022;Ferreterías y Cerrajerías;Santiago del Estero;Río Negro;0;Femenino;565925;53
1251;Santander;MasterCard;Signature Black;407620;Pesos;3;9/11/2022;6,56312E+15;MODO;10/11/2022;Venta de relojería y joyería;Entre Ríos;San Luis;0;Femenino;661092;43
1252;Credicoop;MasterCard;Platinum;148428;Pesos;3;27/8/2022;6,32176E+15;QR;31/8/2022;Venta de artículos de perfumería y tocador;Mendoza;Misiones;0;Femenino;743215;35
1253;Supervielle;MasterCard;Platinum;199464;Pesos;3;29/8/2022;5,37672E+15;Mercado Pago;1/9/2022;Ópticas y casas de artículos de fotografía;Neuquén;La Rioja;0;Femenino;319613;45
1254;HSBC;MasterCard;Nacional;179901;Dólares;3;7/3/2022;5,13547E+15;Presencial;9/3/2022;Ventas y servicio técnico de Celulares e Informática;Neuquén;Salta;1;Masculino;435826;53
1255;Itaú;MasterCard;Internacional;607614;Pesos;1;12/5/2022;4,21506E+15;Venta Teléfonica;15/5/2022;Local de venta de materialeles de construcción;Jujuy;Mendoza;0;Masculino;494242;57
1256;Columbia;MasterCard;Gold;458427;Pesos;1;12/4/2022;6,974E+15;Débito Automático;14/4/2022;Pinturerías;Entre Ríos;CABA;0;Femenino;273125;52
1257;BBVA;MasterCard;Platinum;303397;Pesos;3;26/8/2022;4,91284E+15;E Commerce;2/9/2022;Local de venta de artículos para el hogar / Bazar;Santa Cruz;Entre Ríos;0;Masculino;300782;54
1258;Comafi;MasterCard;Signature Black;161459;Pesos;6;20/4/2022;6,99036E+15;MODO;26/4/2022;Regalerías;San Juan;Misiones;0;Masculino;745946;52
1259;Patagonia;MasterCard;Platinum;554145;Pesos;12;14/1/2022;4,60707E+15;QR;17/1/2022;Jugueterías;Río Negro;La Rioja;0;Femenino;367731;47
1260;Hipotecario;MasterCard;Platinum;380953;Pesos;1;25/8/2022;6,48007E+15;Mercado Pago;26/8/2022;Librerías;Córdoba;Río Negro;0;Masculino;724683;54
1261;Galicia;MasterCard;Nacional;259558;Pesos;1;28/5/2022;6,05446E+15;Presencial;3/6/2022;Local de venta de artículos de decoración y objetos de arte;La Pampa;La Pampa;0;Masculino;547218;50
1262;Macro;MasterCard;Internacional;254673;Pesos;1;18/9/2022;6,27764E+15;Venta Teléfonica;23/9/2022;Mueblerías;Santa Fe;San Luis;0;Femenino;843025;58
1263;Santander;MasterCard;Gold;789948;Pesos;1;1/9/2022;4,50477E+15;Débito Automático;4/9/2022;Venta de equipamiento comercial y de servicios;San Juan;Río Negro;0;Femenino;374248;55
1264;Credicoop;MasterCard;Platinum;111907;Pesos;6;16/6/2022;5,94044E+15;E Commerce;23/6/2022;Local de venta de electrodomésticos;Neuquén;San Juan;0;Femenino;659649;49
1265;Supervielle;MasterCard;Signature Black;322487;Dólares;6;6/4/2022;4,12714E+15;MODO;12/4/2022;Otros rubros;La Pampa;Neuquén;1;Femenino;75107;48
1266;HSBC;MasterCard;Platinum;375269;Pesos;12;5/3/2022;5,1149E+15;QR;6/3/2022;Peluquerías y barberías;Chaco;Chaco;0;Masculino;826889;55
1267;Itaú;MasterCard;Platinum;441709;Pesos;1;28/1/2022;4,1984E+15;Mercado Pago;29/1/2022;Talleres mecánicos;Santa Fe;Santa Fe;0;Femenino;294969;56
1268;Columbia;MasterCard;Nacional;244159;Pesos;6;6/11/2022;6,13318E+15;Presencial;12/11/2022;Local de venta de repuestos para automotores;Tierra del Fuego;Jujuy;0;Femenino;626245;54
1269;BBVA;MasterCard;Internacional;88967;Pesos;12;16/8/2022;4,35466E+15;Venta Teléfonica;20/8/2022;Talleres textiles;Santa Cruz;Formosa;0;Femenino;188096;50
1270;Comafi;MasterCard;Gold;49152;Pesos;3;7/7/2022;4,53845E+15;Débito Automático;12/7/2022;Servicio técnico de celulares;San Juan;Río Negro;0;Masculino;871171;44
